"","거주지","성별","나이","혼인상태","주관적만족감","건강평가","흡연여부","음주여부","가정생활스트레스","일상생활스트레스","자살충동여부","자살충동이유","본인경제활동여부","배우자경제활동여부","가구소득"
"26156","대구","여자",76,4,4,4,2,2,3,3,2,NA,1,NA,1
"26157","대구","남자",55,2,4,2,1,1,2,2,2,NA,1,1,3
"26158","대구","여자",53,2,4,2,2,2,1,2,2,NA,1,NA,3
"26159","서울","남자",31,2,2,3,2,1,3,2,2,NA,1,1,6
"26160","서울","여자",30,2,2,2,2,1,3,3,2,NA,1,NA,6
"26161","대구","남자",61,4,4,4,2,2,3,3,2,NA,2,NA,1
"26162","대구","남자",39,1,4,3,2,2,3,2,2,NA,1,NA,2
"26163","대구","여자",65,3,3,3,2,2,3,3,2,NA,2,NA,2
"26164","대구","여자",49,2,4,3,2,1,1,3,1,6,1,1,4
"26165","대구","여자",20,1,3,2,2,1,3,3,2,NA,1,NA,4
"26166","대구","여자",54,3,3,2,2,2,3,3,2,NA,1,NA,4
"26167","대구","남자",29,1,3,1,1,2,2,2,2,NA,1,NA,4
"26168","대구","남자",38,1,3,1,1,1,3,3,2,NA,1,NA,3
"26169","대구","여자",61,3,3,3,1,2,3,3,2,NA,2,NA,3
"26170","인천","남자",43,1,4,2,1,1,3,2,2,NA,1,NA,4
"26171","인천","남자",73,2,3,3,2,1,3,3,1,5,2,NA,4
"26172","인천","여자",69,2,4,3,2,2,1,1,2,NA,2,NA,4
"26173","인천","남자",75,2,3,2,2,1,2,2,2,NA,2,2,2
"26174","인천","여자",68,2,3,3,2,2,2,2,2,NA,2,NA,2
"26175","인천","여자",42,1,2,3,2,1,2,2,2,NA,1,NA,2
"26176","인천","여자",48,2,5,3,2,1,2,2,1,1,1,1,3
"26178","인천","남자",47,2,2,2,1,1,1,3,1,6,1,1,5
"26179","인천","여자",44,2,3,3,2,1,1,2,1,6,1,NA,5
"26180","인천","여자",20,1,1,3,2,1,2,2,2,NA,2,NA,5
"26181","인천","여자",16,1,2,1,2,2,1,1,1,7,2,NA,5
"26182","인천","여자",63,4,2,3,2,2,3,2,1,5,2,NA,1
"26183","서울","남자",66,2,3,2,2,1,4,3,2,NA,1,2,2
"26184","서울","여자",63,2,3,3,2,1,3,3,2,NA,2,NA,2
"26185","서울","여자",35,1,3,3,2,1,3,2,2,NA,2,NA,2
"26186","인천","남자",55,4,3,3,2,1,2,2,2,NA,1,NA,3
"26187","인천","남자",30,1,3,3,2,1,3,3,2,NA,1,NA,3
"26188","인천","남자",34,2,2,1,1,1,2,4,2,NA,1,2,4
"26189","인천","여자",34,2,1,2,2,1,2,3,1,1,2,NA,4
"26191","인천","남자",69,3,2,2,1,1,3,3,2,NA,2,NA,4
"26192","인천","남자",65,2,3,3,2,1,2,2,2,NA,1,2,3
"26193","인천","여자",64,2,3,3,2,2,2,2,2,NA,2,NA,3
"26194","인천","남자",38,1,3,2,2,1,2,2,1,4,2,NA,3
"26195","인천","남자",71,2,3,3,2,2,2,3,2,NA,1,1,3
"26196","인천","여자",69,2,4,3,2,2,4,3,2,NA,1,NA,3
"26197","인천","남자",70,2,3,3,2,1,4,3,2,NA,2,2,1
"26198","인천","여자",66,2,3,4,2,2,3,3,2,NA,2,NA,1
"26199","인천","남자",45,2,1,2,2,1,3,3,2,NA,1,1,3
"26200","인천","여자",42,2,2,2,2,1,2,2,2,NA,1,NA,3
"26201","인천","남자",13,1,1,1,2,2,3,3,2,NA,2,NA,3
"26203","인천","남자",59,2,4,3,1,1,2,2,1,5,1,1,4
"26204","인천","여자",49,2,2,2,2,1,1,4,1,5,1,NA,4
"26205","인천","여자",23,1,3,2,2,1,3,2,1,4,2,NA,4
"26206","인천","남자",50,2,3,3,2,1,3,2,2,NA,1,1,3
"26207","인천","여자",51,2,3,4,2,1,3,2,2,NA,1,NA,3
"26208","인천","여자",24,1,3,2,2,1,3,3,2,NA,2,NA,3
"26209","인천","남자",19,1,4,1,2,1,3,4,2,NA,1,NA,3
"26210","인천","남자",35,2,1,2,1,1,3,2,2,NA,1,2,4
"26211","인천","여자",36,2,1,2,2,2,2,3,2,NA,2,NA,4
"26213","서울","남자",70,2,2,2,1,1,4,3,2,NA,2,2,5
"26214","서울","여자",66,2,2,1,2,1,3,3,2,NA,2,NA,5
"26215","인천","남자",48,2,2,3,2,1,2,2,2,NA,1,1,3
"26216","인천","여자",44,2,4,3,2,1,2,2,1,6,1,NA,3
"26217","인천","남자",16,1,2,3,2,2,4,4,2,NA,2,NA,3
"26218","인천","여자",14,1,1,2,2,2,4,4,2,NA,2,NA,3
"26219","인천","남자",72,4,2,2,2,1,2,2,2,NA,2,NA,1
"26220","인천","남자",42,1,3,3,2,1,3,2,2,NA,2,NA,1
"26221","인천","여자",51,4,2,3,2,1,4,4,2,NA,1,NA,8
"26222","인천","남자",28,1,2,2,2,1,4,3,2,NA,1,NA,8
"26223","인천","여자",24,1,2,2,1,1,4,3,2,NA,1,NA,8
"26224","인천","남자",23,1,2,1,1,1,4,4,2,NA,1,NA,8
"26225","인천","남자",28,1,4,3,1,2,1,1,1,1,2,NA,3
"26226","인천","남자",57,4,4,4,2,1,2,2,2,NA,1,NA,3
"26227","인천","여자",50,4,3,3,2,2,2,3,2,NA,1,NA,2
"26228","인천","남자",31,2,3,2,1,2,2,2,2,NA,2,NA,2
"26229","인천","여자",23,2,3,3,2,1,4,2,2,NA,1,NA,2
"26230","인천","여자",45,4,3,4,2,1,2,2,2,NA,1,NA,3
"26231","인천","남자",23,1,3,3,1,1,2,2,2,NA,1,NA,3
"26232","인천","여자",21,1,4,3,2,1,1,2,1,8,2,NA,3
"26233","인천","남자",62,2,3,3,2,1,2,2,2,NA,1,1,4
"26234","인천","여자",57,2,3,3,2,1,2,2,2,NA,1,NA,4
"26235","인천","남자",29,1,3,2,2,1,3,3,2,NA,1,NA,4
"26236","인천","남자",25,1,3,3,2,1,2,2,2,NA,2,NA,4
"26237","인천","남자",54,1,4,4,1,1,2,2,2,NA,2,NA,2
"26238","인천","남자",41,1,1,2,1,1,3,3,2,NA,1,NA,4
"26239","인천","여자",74,3,2,4,1,2,3,3,2,NA,2,NA,1
"26240","서울","남자",75,2,3,1,2,2,3,3,2,NA,2,2,3
"26241","서울","여자",73,2,3,2,2,2,4,4,2,NA,2,NA,3
"26242","인천","남자",78,3,5,4,1,1,2,2,1,1,2,NA,1
"26243","인천","남자",78,2,1,4,2,2,3,3,2,NA,2,2,2
"26244","인천","여자",71,2,1,2,2,2,3,3,2,NA,2,NA,2
"26245","인천","여자",69,2,2,4,2,2,1,2,2,NA,1,2,1
"26246","인천","남자",77,2,2,4,2,1,1,2,2,NA,2,NA,1
"26248","인천","남자",58,2,2,2,1,1,3,3,2,NA,2,1,3
"26249","인천","여자",57,2,1,3,2,2,3,2,2,NA,1,NA,3
"26250","인천","여자",76,3,3,5,2,2,3,3,2,NA,2,NA,1
"26251","인천","남자",72,2,1,4,1,1,3,2,2,NA,1,1,5
"26252","인천","여자",67,2,1,2,2,2,2,2,2,NA,1,NA,5
"26253","인천","남자",41,1,2,1,1,1,3,2,2,NA,1,NA,5
"26254","인천","남자",44,2,2,1,2,1,2,2,2,NA,1,1,5
"26255","인천","여자",84,3,2,5,2,2,3,3,2,NA,2,NA,5
"26256","인천","남자",66,2,1,2,1,1,3,2,2,NA,1,2,5
"26257","인천","여자",58,2,2,3,2,2,2,3,2,NA,2,NA,5
"26258","인천","남자",24,1,2,1,2,2,3,2,2,NA,1,NA,5
"26259","인천","남자",51,4,2,3,1,1,1,2,2,NA,1,NA,3
"26260","인천","남자",87,3,3,5,2,2,2,2,1,1,2,NA,1
"26261","서울","남자",47,2,2,2,1,1,3,2,2,NA,1,2,7
"26262","서울","여자",42,2,2,2,2,1,3,4,2,NA,2,NA,7
"26263","서울","남자",16,1,1,1,2,2,3,3,2,NA,2,NA,7
"26264","서울","남자",14,1,1,1,2,2,4,4,2,NA,2,NA,7
"26265","인천","남자",78,2,3,5,2,2,3,3,2,NA,2,2,1
"26266","인천","여자",71,2,3,4,2,2,3,3,2,NA,2,NA,1
"26267","인천","여자",14,1,2,1,2,2,3,3,2,NA,2,NA,1
"26269","인천","남자",63,4,3,4,1,1,2,2,2,NA,2,NA,1
"26270","인천","여자",58,1,3,4,2,2,2,3,2,NA,2,NA,1
"26271","인천","여자",35,1,2,3,2,1,3,3,2,NA,1,NA,2
"26272","인천","남자",40,2,2,1,1,1,2,2,2,NA,1,1,5
"26273","인천","여자",37,2,1,1,2,2,2,2,2,NA,1,NA,5
"26276","인천","남자",43,2,3,2,1,2,3,3,2,NA,1,2,4
"26277","인천","여자",43,2,2,2,2,2,2,3,2,NA,2,NA,4
"26278","인천","남자",17,1,3,2,2,2,3,2,2,NA,2,NA,4
"26279","인천","남자",14,1,2,2,2,2,4,4,2,NA,2,NA,4
"26282","인천","남자",29,2,2,2,1,1,3,3,2,NA,1,1,6
"26283","인천","여자",33,2,2,2,2,1,3,3,2,NA,1,NA,6
"26284","인천","여자",53,4,1,3,2,2,3,3,2,NA,1,NA,2
"26285","인천","남자",67,2,3,5,2,2,3,3,2,NA,2,2,3
"26286","인천","여자",65,2,2,4,2,2,3,3,2,NA,2,NA,3
"26287","인천","여자",41,1,3,1,2,1,3,2,2,NA,1,NA,3
"26288","인천","여자",52,4,2,2,2,2,2,2,2,NA,1,NA,3
"26289","인천","남자",79,2,2,4,2,2,3,3,2,NA,2,NA,3
"26290","인천","여자",75,2,2,4,2,2,3,3,2,NA,2,NA,3
"26291","인천","남자",47,2,1,1,1,1,3,3,2,NA,1,1,5
"26292","인천","여자",42,2,2,1,2,2,3,2,2,NA,1,NA,5
"26293","인천","남자",15,1,1,1,2,2,3,2,2,NA,2,NA,5
"26295","서울","여자",42,2,3,3,2,1,2,2,1,1,1,1,8
"26296","서울","남자",43,2,1,1,2,1,2,2,2,NA,1,NA,8
"26297","서울","남자",13,1,1,2,2,2,4,4,2,NA,2,NA,8
"26298","서울","남자",73,2,2,3,2,1,3,3,2,NA,2,NA,8
"26299","서울","여자",71,2,3,3,2,2,2,2,2,NA,2,NA,8
"26300","서울","남자",20,1,2,2,1,1,3,3,2,NA,1,NA,8
"26301","서울","남자",47,4,3,2,1,1,2,2,2,NA,1,NA,8
"26302","서울","남자",17,1,2,1,2,2,2,2,2,NA,2,NA,8
"26303","인천","남자",41,2,4,3,2,2,1,3,2,NA,1,2,2
"26304","인천","여자",32,2,2,3,2,2,2,2,2,NA,2,NA,2
"26306","인천","여자",33,1,3,3,2,1,2,2,2,NA,1,NA,4
"26307","인천","남자",71,2,5,5,2,2,2,2,1,3,2,NA,4
"26308","인천","여자",59,2,4,3,2,1,2,2,2,NA,2,NA,4
"26309","인천","남자",36,2,2,1,2,1,3,2,2,NA,1,1,3
"26310","인천","여자",35,2,1,1,2,2,3,3,2,NA,1,NA,3
"26313","인천","남자",56,2,1,2,2,1,3,3,2,NA,1,2,5
"26314","인천","여자",50,2,1,3,2,1,3,3,2,NA,2,NA,5
"26315","인천","남자",23,1,1,1,2,1,2,2,2,NA,1,NA,5
"26316","인천","여자",20,1,1,1,2,1,3,3,2,NA,1,NA,5
"26317","인천","남자",53,2,2,3,1,1,3,3,2,NA,1,1,5
"26318","인천","여자",55,2,2,3,2,2,3,3,2,NA,1,NA,5
"26319","인천","여자",19,1,2,3,2,2,3,3,2,NA,2,NA,5
"26320","인천","여자",72,3,2,3,2,2,3,3,2,NA,2,NA,1
"26321","인천","남자",53,2,2,2,1,1,2,2,2,NA,1,1,6
"26322","인천","여자",57,2,2,3,2,1,2,2,2,NA,1,NA,6
"26323","인천","여자",28,1,2,1,2,2,3,2,2,NA,1,NA,6
"26324","인천","남자",57,2,2,2,1,1,2,2,2,NA,1,1,5
"26325","인천","여자",60,2,2,2,2,2,2,2,2,NA,1,NA,5
"26326","인천","남자",27,1,2,1,2,1,3,2,2,NA,2,NA,5
"26327","인천","남자",27,1,1,1,2,1,2,2,2,NA,2,NA,5
"26328","인천","여자",57,3,2,2,2,2,2,2,2,NA,1,NA,5
"26329","인천","남자",30,1,2,1,1,2,2,2,2,NA,1,NA,5
"26330","인천","여자",50,4,2,3,2,1,2,2,2,NA,1,NA,3
"26331","인천","남자",24,1,3,3,1,1,3,3,2,NA,2,NA,3
"26332","서울","남자",72,3,3,2,2,1,3,2,2,NA,1,NA,3
"26333","인천","여자",57,3,2,3,2,2,3,2,2,NA,1,NA,2
"26334","인천","남자",32,1,2,1,2,2,2,2,2,NA,2,NA,2
"26335","인천","남자",67,3,2,3,2,2,2,2,2,NA,1,NA,2
"26336","인천","남자",64,4,3,4,1,1,1,2,2,NA,1,NA,1
"26337","인천","남자",36,1,2,1,1,2,2,2,2,NA,1,NA,3
"26338","인천","여자",67,3,2,3,2,2,3,3,2,NA,2,NA,3
"26339","인천","남자",63,2,3,3,1,1,2,2,2,NA,2,2,2
"26340","인천","여자",63,2,4,3,2,1,1,2,2,NA,2,NA,2
"26341","인천","여자",32,1,3,3,2,2,2,2,2,NA,2,NA,2
"26342","인천","여자",87,3,3,3,2,2,3,3,2,NA,2,NA,2
"26343","인천","남자",60,2,2,3,1,1,4,1,2,NA,1,2,2
"26344","인천","여자",56,2,1,3,2,2,4,3,2,NA,2,NA,2
"26345","인천","남자",42,2,2,1,1,1,4,2,2,NA,1,1,3
"26346","인천","여자",42,2,3,4,2,1,4,3,2,NA,1,NA,3
"26348","인천","여자",74,3,2,3,2,2,4,3,2,NA,2,NA,3
"26349","인천","여자",83,3,2,4,2,2,4,4,2,NA,1,NA,2
"26350","인천","남자",70,2,1,1,2,2,3,3,2,NA,1,2,5
"26351","인천","여자",66,2,2,3,2,2,1,1,2,NA,2,NA,5
"26352","인천","남자",36,1,3,3,1,1,3,2,2,NA,1,NA,5
"26353","인천","남자",36,1,3,2,1,1,3,2,2,NA,1,NA,5
"26354","인천","여자",69,3,3,3,2,2,2,2,1,1,2,NA,1
"26355","인천","남자",17,1,3,1,2,2,2,2,2,NA,2,NA,1
"26356","서울","여자",54,4,3,2,2,1,2,3,2,NA,1,NA,3
"26357","서울","남자",46,2,3,3,2,1,3,3,2,NA,1,2,6
"26358","서울","여자",46,2,1,2,2,1,3,3,2,NA,2,NA,6
"26359","서울","여자",15,1,2,2,2,2,3,3,2,NA,2,NA,6
"26360","서울","남자",13,1,3,2,2,2,3,3,2,NA,2,NA,6
"26361","인천","남자",79,3,4,4,1,1,3,3,2,NA,2,NA,1
"26362","인천","남자",57,4,5,5,2,2,1,2,2,NA,2,NA,1
"26363","인천","여자",72,3,2,4,2,2,3,3,2,NA,2,NA,1
"26364","인천","남자",61,4,4,3,2,1,2,2,2,NA,2,NA,1
"26365","인천","여자",68,3,4,4,2,2,3,3,2,NA,2,NA,1
"26366","인천","여자",83,3,1,4,2,2,3,3,2,NA,2,NA,1
"26367","인천","남자",47,4,3,2,1,2,2,2,2,NA,1,NA,3
"26368","인천","남자",33,2,4,3,1,1,2,1,1,5,1,2,5
"26369","인천","여자",36,2,3,2,2,1,2,2,2,NA,2,NA,5
"26372","인천","남자",49,2,3,2,2,1,3,2,2,NA,1,1,8
"26373","인천","여자",46,2,3,3,2,1,2,2,2,NA,1,NA,8
"26374","인천","남자",22,1,3,2,2,1,3,2,2,NA,1,NA,8
"26375","인천","남자",62,2,3,4,1,1,2,2,2,NA,1,2,2
"26376","인천","여자",61,2,3,3,2,2,2,2,2,NA,2,NA,2
"26377","서울","남자",47,2,2,3,2,1,4,4,2,NA,1,2,6
"26378","서울","여자",46,2,3,3,2,1,2,2,2,NA,2,NA,6
"26379","서울","여자",20,1,4,2,2,1,3,1,1,5,1,NA,6
"26380","인천","남자",40,2,3,2,2,1,3,2,2,NA,1,2,4
"26381","인천","여자",34,2,4,3,2,2,3,2,1,5,2,NA,4
"26384","인천","남자",57,1,4,4,2,1,2,2,2,NA,1,NA,4
"26385","인천","남자",69,2,4,3,2,1,3,3,2,NA,2,2,3
"26386","인천","여자",64,2,5,3,2,1,2,2,2,NA,2,NA,3
"26387","인천","남자",42,1,3,3,2,1,2,2,2,NA,1,NA,3
"26388","인천","남자",49,2,3,2,1,2,3,2,2,NA,1,1,6
"26389","인천","여자",46,2,2,2,2,2,2,2,2,NA,1,NA,6
"26392","인천","남자",37,2,3,4,1,1,3,3,2,NA,1,2,5
"26393","인천","여자",32,2,3,3,2,1,3,2,2,NA,2,NA,5
"26396","인천","남자",57,2,4,3,2,2,3,2,2,NA,1,1,8
"26397","인천","여자",54,2,3,3,2,2,2,2,2,NA,1,NA,8
"26398","인천","남자",30,1,3,2,2,1,3,2,2,NA,1,NA,8
"26399","인천","남자",77,3,4,4,2,2,2,2,2,NA,2,NA,1
"26400","인천","여자",80,3,4,4,2,2,3,2,2,NA,2,NA,1
"26401","인천","남자",55,2,3,3,1,2,3,2,2,NA,1,1,3
"26402","인천","여자",51,2,2,3,2,1,2,2,2,NA,1,NA,3
"26403","인천","여자",22,1,4,2,1,1,2,2,2,NA,1,NA,3
"26404","인천","남자",50,2,2,2,2,1,3,3,2,NA,1,1,4
"26405","인천","여자",49,2,3,2,2,2,2,2,1,1,1,NA,4
"26406","인천","남자",25,1,3,1,1,1,3,2,2,NA,2,NA,4
"26407","인천","여자",20,1,2,2,2,2,3,3,2,NA,1,NA,4
"26408","서울","여자",61,2,3,3,2,1,3,3,2,NA,2,1,4
"26409","인천","남자",72,4,3,3,1,1,2,3,2,NA,1,NA,1
"26410","인천","여자",63,3,3,2,2,2,3,3,2,NA,2,NA,1
"26411","인천","남자",74,3,4,4,2,2,4,4,2,NA,2,NA,1
"26412","인천","남자",60,2,3,3,2,1,3,3,2,NA,2,1,2
"26413","인천","여자",55,2,4,3,2,1,4,4,2,NA,1,NA,2
"26414","인천","여자",77,3,3,4,2,2,3,3,2,NA,2,NA,2
"26415","인천","남자",47,1,3,3,1,1,3,3,2,NA,1,NA,2
"26416","인천","남자",20,1,3,2,2,1,4,4,2,NA,1,NA,2
"26417","인천","남자",50,2,3,3,1,1,3,2,2,NA,1,2,3
"26418","인천","여자",46,2,3,3,2,2,3,2,2,NA,2,NA,3
"26419","인천","남자",23,1,3,2,2,2,3,2,2,NA,2,NA,3
"26420","인천","여자",19,1,3,2,2,2,3,2,2,NA,2,NA,3
"26421","인천","여자",61,3,3,4,2,2,3,3,2,NA,1,NA,1
"26422","인천","남자",44,2,2,2,2,1,3,3,2,NA,1,2,5
"26423","인천","여자",39,2,2,2,2,1,3,3,2,NA,2,NA,5
"26424","인천","남자",16,1,2,2,2,2,3,3,2,NA,2,NA,5
"26426","인천","남자",58,2,1,3,2,1,3,3,2,NA,1,2,4
"26427","인천","여자",57,2,3,3,2,2,3,3,2,NA,2,NA,4
"26428","인천","남자",27,1,3,2,2,1,3,2,2,NA,2,NA,4
"26429","서울","남자",50,2,2,2,1,2,3,3,2,NA,1,1,5
"26430","서울","여자",47,2,1,2,2,1,4,3,2,NA,1,NA,5
"26431","서울","여자",17,1,2,1,2,2,4,2,2,NA,2,NA,5
"26432","서울","남자",14,1,1,1,2,1,3,4,2,NA,2,NA,5
"26433","인천","남자",43,2,2,2,1,1,3,2,2,NA,1,2,6
"26434","인천","여자",43,2,2,3,2,1,3,3,2,NA,2,NA,6
"26435","인천","여자",14,1,1,1,2,2,3,3,2,NA,2,NA,6
"26437","인천","남자",44,1,4,3,1,1,2,2,2,NA,1,NA,3
"26438","인천","여자",72,2,3,3,2,2,2,2,2,NA,2,NA,3
"26439","인천","남자",74,2,4,3,1,2,3,3,2,NA,1,NA,3
"26440","인천","남자",16,1,4,3,2,1,1,2,2,NA,2,NA,3
"26441","인천","여자",18,1,4,3,2,2,1,2,2,NA,2,NA,3
"26442","인천","남자",53,2,3,3,1,1,3,2,2,NA,1,2,5
"26443","인천","여자",52,2,3,3,2,1,2,2,2,NA,2,NA,5
"26444","인천","여자",53,2,3,4,2,1,3,2,2,NA,1,1,3
"26445","인천","남자",25,1,3,2,2,1,3,2,2,NA,1,NA,3
"26446","인천","여자",23,1,3,3,2,1,4,4,2,NA,2,NA,3
"26447","인천","남자",50,2,1,1,1,1,3,2,2,NA,1,1,8
"26448","인천","여자",46,2,2,2,2,1,4,2,2,NA,1,NA,8
"26449","인천","남자",17,1,2,2,2,2,3,3,2,NA,2,NA,8
"26450","인천","남자",37,2,1,2,2,1,2,2,2,NA,1,1,8
"26451","인천","여자",33,2,3,3,2,1,1,1,2,NA,1,NA,8
"26453","인천","남자",57,2,3,3,1,1,3,2,2,NA,1,1,5
"26454","인천","여자",56,2,3,3,2,1,3,2,2,NA,1,NA,5
"26455","인천","남자",55,2,3,3,1,2,2,2,2,NA,1,2,5
"26456","인천","여자",51,2,3,4,2,2,2,2,1,3,2,NA,5
"26457","인천","남자",29,1,3,3,2,1,3,2,2,NA,2,NA,5
"26458","인천","여자",59,3,3,3,2,1,3,3,2,NA,2,NA,3
"26459","인천","남자",33,1,3,3,2,1,3,3,2,NA,1,NA,3
"26460","인천","남자",72,2,4,3,1,1,3,3,2,NA,2,2,1
"26461","인천","여자",69,2,4,3,2,2,3,3,2,NA,2,NA,1
"26462","서울","남자",66,2,3,2,2,1,3,3,2,NA,2,2,3
"26463","서울","여자",59,2,3,2,2,1,3,3,2,NA,2,NA,3
"26464","인천","남자",80,2,4,4,2,2,3,3,2,NA,2,2,1
"26465","인천","여자",73,2,5,1,2,2,2,2,2,NA,2,NA,1
"26466","인천","여자",70,3,4,4,2,1,3,3,2,NA,2,NA,1
"26467","인천","남자",83,3,4,2,1,1,3,3,2,NA,2,NA,1
"26468","인천","남자",58,1,3,4,2,1,3,3,2,NA,1,NA,2
"26469","인천","여자",73,3,4,5,2,2,2,2,2,NA,2,NA,2
"26470","인천","남자",38,2,2,3,1,1,3,2,2,NA,1,2,3
"26471","인천","여자",37,2,1,1,2,2,2,2,2,NA,2,NA,3
"26473","인천","남자",78,2,3,4,2,2,3,3,2,NA,2,2,1
"26474","인천","여자",78,2,2,4,2,2,3,3,2,NA,2,NA,1
"26475","인천","남자",46,2,2,3,1,1,2,2,2,NA,1,2,3
"26476","인천","여자",42,2,3,2,2,1,2,2,2,NA,2,NA,3
"26478","인천","여자",53,4,3,3,2,1,2,2,2,NA,1,NA,2
"26479","인천","여자",67,3,3,3,2,2,3,3,2,NA,2,NA,1
"26480","인천","남자",34,2,2,2,2,1,3,3,2,NA,1,2,4
"26481","인천","여자",35,2,3,3,2,1,2,2,2,NA,2,NA,4
"26482","서울","여자",38,1,3,3,2,2,2,2,1,6,1,NA,3
"26483","서울","남자",70,2,5,2,2,1,1,2,2,NA,2,NA,3
"26484","서울","여자",66,2,2,5,2,2,1,1,1,3,2,NA,3
"26485","서울","남자",37,1,4,3,1,1,1,1,1,1,2,NA,3
"26486","인천","남자",39,2,4,3,1,1,4,2,2,NA,2,1,3
"26487","인천","여자",34,2,3,3,2,2,2,2,2,NA,1,NA,3
"26491","인천","여자",63,3,2,4,2,1,3,3,2,NA,2,NA,1
"26492","인천","여자",76,3,4,3,2,1,3,3,2,NA,2,NA,3
"26493","인천","남자",48,1,3,3,1,1,3,2,2,NA,1,NA,3
"26494","인천","여자",37,4,3,3,1,1,2,2,2,NA,1,NA,2
"26495","인천","여자",16,1,4,2,2,2,3,3,2,NA,2,NA,2
"26496","인천","남자",15,1,3,1,2,2,3,2,2,NA,2,NA,2
"26497","인천","남자",23,1,3,1,1,2,2,2,2,NA,1,NA,2
"26498","인천","남자",53,1,4,2,1,2,2,2,2,NA,1,NA,2
"26499","인천","남자",64,3,4,4,2,1,2,2,2,NA,1,NA,4
"26500","인천","남자",34,1,4,3,1,1,3,2,2,NA,2,NA,4
"26501","인천","여자",33,1,2,2,2,1,1,2,2,NA,1,NA,4
"26502","인천","남자",44,4,4,3,1,1,2,2,2,NA,1,NA,3
"26503","인천","남자",71,3,2,2,1,1,3,2,2,NA,1,NA,4
"26504","인천","남자",41,2,3,2,1,1,3,2,2,NA,1,1,3
"26505","인천","여자",42,2,2,2,2,2,2,2,2,NA,1,NA,3
"26507","서울","남자",59,2,3,4,2,1,1,2,2,NA,1,1,3
"26508","서울","여자",51,2,3,4,2,1,1,2,2,NA,1,NA,3
"26509","인천","여자",60,4,5,4,1,2,2,2,2,NA,2,NA,2
"26510","인천","여자",22,1,3,4,2,1,2,2,2,NA,1,NA,2
"26511","인천","남자",48,2,2,2,2,2,2,2,2,NA,1,2,3
"26512","인천","여자",41,2,2,2,2,2,2,2,2,NA,2,NA,3
"26516","인천","남자",88,3,3,5,2,2,3,3,2,NA,2,NA,1
"26517","인천","여자",53,4,3,3,2,1,3,3,1,4,1,NA,2
"26518","인천","남자",30,1,2,1,2,1,4,4,2,NA,2,NA,2
"26519","인천","여자",58,3,4,3,2,1,2,2,2,NA,1,NA,1
"26520","인천","여자",30,1,2,2,2,1,3,2,2,NA,2,NA,1
"26521","인천","남자",83,2,4,4,2,2,2,1,2,NA,1,2,1
"26522","인천","여자",79,2,4,4,2,2,3,2,2,NA,2,NA,1
"26523","인천","여자",38,4,2,2,2,1,1,2,2,NA,1,NA,3
"26526","인천","남자",39,2,2,3,2,2,3,3,2,NA,1,1,4
"26527","인천","여자",36,2,2,2,2,2,3,3,1,1,1,NA,4
"26529","인천","남자",68,2,3,4,2,1,4,3,2,NA,1,2,2
"26530","인천","여자",66,2,3,3,2,1,3,3,2,NA,2,NA,2
"26531","인천","남자",46,2,3,3,1,1,2,2,1,1,1,2,2
"26532","인천","여자",43,2,4,3,2,2,2,2,2,NA,2,NA,2
"26533","인천","여자",75,3,4,4,2,2,3,3,2,NA,2,NA,2
"26534","서울","남자",52,2,4,3,2,1,3,2,2,NA,1,2,5
"26535","서울","여자",50,2,3,2,2,2,3,2,2,NA,2,NA,5
"26536","서울","여자",21,1,2,2,2,1,4,3,2,NA,2,NA,5
"26538","인천","남자",40,2,2,2,1,1,3,3,2,NA,1,1,4
"26539","인천","여자",40,2,2,2,2,1,3,2,2,NA,1,NA,4
"26541","인천","남자",39,1,3,2,1,2,3,1,1,1,1,NA,4
"26542","인천","여자",38,1,3,2,2,1,2,2,2,NA,2,NA,1
"26543","인천","남자",45,2,4,4,2,1,3,3,1,3,2,1,1
"26544","인천","여자",41,2,4,3,2,2,2,2,1,1,1,NA,1
"26545","인천","남자",43,2,3,2,1,1,3,2,2,NA,1,1,3
"26546","인천","여자",42,2,2,2,2,1,3,2,2,NA,1,NA,3
"26547","인천","남자",16,1,1,1,2,2,4,4,2,NA,2,NA,3
"26549","인천","여자",35,1,2,1,2,2,4,4,2,NA,1,NA,2
"26550","인천","여자",59,4,4,3,2,2,3,3,2,NA,1,NA,3
"26551","인천","여자",25,1,2,1,1,1,3,2,1,1,1,NA,3
"26552","인천","여자",52,4,3,2,2,2,2,2,2,NA,2,NA,3
"26553","인천","남자",31,1,3,3,1,1,2,2,2,NA,1,NA,3
"26554","인천","남자",64,2,3,3,1,1,3,3,2,NA,1,1,3
"26555","인천","여자",63,2,1,1,2,1,1,1,2,NA,1,NA,3
"26556","인천","남자",58,2,3,4,1,1,3,3,2,NA,1,1,4
"26557","서울","남자",58,2,3,3,2,1,3,3,2,NA,1,1,4
"26558","서울","여자",55,2,3,3,2,2,2,2,2,NA,1,NA,4
"26559","서울","여자",33,2,3,3,2,1,1,2,2,NA,2,NA,4
"26561","인천","남자",35,2,3,3,1,2,3,3,2,NA,1,2,3
"26562","인천","여자",30,2,3,2,2,2,3,3,2,NA,2,NA,3
"26566","인천","남자",42,2,4,3,1,1,2,2,2,NA,1,1,2
"26567","인천","여자",41,2,4,4,2,1,2,2,2,NA,1,NA,2
"26570","인천","여자",73,3,3,3,2,2,1,1,1,5,2,NA,3
"26571","인천","남자",42,2,3,4,2,1,2,2,2,NA,1,NA,3
