"","거주지","성별","나이","혼인상태","주관적만족감","건강평가","흡연여부","음주여부","가정생활스트레스","일상생활스트레스","자살충동여부","자살충동이유","본인경제활동여부","배우자경제활동여부","가구소득"
"4942","충북","남자",20,1,2,3,2,2,4,4,2,NA,1,NA,2
"4943","충북","남자",71,3,4,3,2,1,3,3,2,NA,1,NA,1
"4944","서울","남자",42,2,3,3,2,1,4,4,2,NA,1,2,7
"4945","서울","여자",35,2,3,3,2,2,3,3,2,NA,2,NA,7
"4946","충북","남자",61,2,3,3,1,1,2,2,2,NA,1,1,2
"4947","충북","여자",60,2,3,4,2,2,1,2,1,6,1,NA,2
"4948","충북","여자",26,1,3,3,2,2,2,2,2,NA,1,NA,2
"4949","충북","여자",19,1,2,4,2,2,3,2,2,NA,2,NA,2
"4950","충북","남자",43,2,1,2,1,1,3,3,2,NA,1,1,5
"4951","충북","여자",32,2,3,2,2,2,3,3,2,NA,1,NA,5
"4954","충북","남자",55,2,2,2,2,1,3,3,2,NA,1,2,2
"4955","충북","여자",61,2,3,3,2,1,3,3,2,NA,2,NA,2
"4956","충북","남자",55,2,4,4,1,1,4,2,2,NA,1,1,3
"4957","충북","여자",51,2,1,1,2,1,4,4,2,NA,1,NA,3
"4958","충북","여자",24,1,1,1,2,1,4,4,2,NA,2,NA,3
"4959","충북","남자",81,2,2,2,2,2,4,4,2,NA,1,1,1
"4960","충북","여자",76,2,1,2,2,2,4,4,2,NA,1,NA,1
"4961","충북","남자",73,2,3,2,2,1,3,3,2,NA,1,2,1
"4962","충북","여자",73,2,3,4,2,2,2,2,2,NA,2,NA,1
"4963","충북","남자",42,1,3,2,2,2,2,2,2,NA,1,NA,1
"4964","충북","남자",65,2,3,2,2,1,2,2,2,NA,2,1,4
"4965","충북","여자",63,2,3,3,2,2,2,2,2,NA,1,NA,4
"4966","충북","남자",35,1,3,2,2,1,3,2,2,NA,1,NA,4
"4967","충북","남자",57,2,2,2,2,2,3,2,2,NA,1,1,3
"4968","충북","여자",54,2,2,2,2,2,3,3,2,NA,1,NA,3
"4969","충북","남자",79,2,3,4,2,1,3,3,2,NA,2,2,1
"4970","충북","여자",79,2,3,3,2,1,3,3,2,NA,2,NA,1
"4971","충북","남자",60,2,2,2,2,1,3,3,2,NA,2,2,3
"4972","충북","여자",55,2,2,2,2,1,3,3,2,NA,2,NA,3
"4973","서울","남자",33,2,3,3,1,1,2,2,2,NA,1,1,8
"4974","서울","여자",34,2,3,4,1,1,3,2,2,NA,1,NA,8
"4977","충북","여자",85,3,3,3,2,1,3,3,2,NA,2,NA,1
"4978","충북","여자",87,3,3,4,2,2,3,3,2,NA,2,NA,1
"4979","충북","남자",50,2,3,3,2,1,3,3,1,1,1,NA,1
"4980","충북","여자",50,2,2,2,2,1,2,3,2,NA,1,NA,1
"4981","충북","남자",58,1,4,3,1,2,3,3,2,NA,2,NA,1
"4982","충북","남자",78,2,4,4,1,2,3,3,2,NA,2,2,1
"4983","충북","여자",70,2,4,4,2,2,3,3,2,NA,2,NA,1
"4984","충북","남자",90,3,4,4,2,2,3,3,2,NA,2,NA,1
"4985","충북","남자",50,2,3,2,2,1,2,2,2,NA,1,1,3
"4986","충북","여자",53,2,3,3,2,2,3,3,2,NA,1,NA,3
"4987","충북","남자",34,1,4,2,1,1,1,2,2,NA,1,NA,5
"4988","충북","여자",58,4,3,4,2,2,2,2,2,NA,2,NA,5
"4989","충북","여자",32,1,3,2,2,2,2,2,2,NA,1,NA,5
"4990","충북","여자",25,1,1,1,2,1,3,2,1,3,2,NA,1
"4991","충북","남자",23,1,3,2,2,1,3,2,1,1,2,NA,1
"4992","충북","여자",39,4,3,3,2,1,2,2,2,NA,1,NA,1
"4994","서울","남자",55,2,3,3,2,1,3,2,2,NA,1,2,8
"4995","서울","여자",52,2,3,3,2,2,2,2,2,NA,2,NA,8
"4996","서울","남자",19,1,3,2,2,1,2,2,2,NA,2,NA,8
"4997","충북","남자",68,2,3,5,2,1,1,1,1,3,2,1,2
"4998","충북","여자",66,2,3,4,2,2,2,2,2,NA,1,NA,2
"4999","충북","여자",27,1,2,2,2,1,3,2,2,NA,1,NA,2
"5000","충북","남자",25,1,2,3,1,1,2,2,2,NA,1,NA,1
"5001","충북","여자",29,1,3,2,2,2,3,2,2,NA,1,NA,2
"5002","충북","남자",26,1,1,1,2,1,4,4,2,NA,2,NA,1
"5003","충북","남자",78,2,3,3,2,1,2,2,2,NA,1,1,1
"5004","충북","여자",75,2,3,3,2,2,3,3,2,NA,1,NA,1
"5005","충북","여자",81,3,4,4,2,2,2,2,2,NA,2,NA,3
"5006","충북","남자",58,2,2,2,2,1,3,3,2,NA,1,NA,3
"5007","충북","남자",23,1,1,2,2,1,3,3,2,NA,1,NA,1
"5008","충북","남자",59,2,2,2,2,2,4,4,2,NA,2,2,2
"5009","충북","여자",58,2,1,2,2,2,3,3,2,NA,2,NA,2
"5010","충북","여자",56,4,4,4,2,1,2,2,2,NA,2,NA,1
"5011","서울","남자",47,2,3,3,1,1,3,3,2,NA,1,1,4
"5012","서울","여자",45,2,1,2,2,1,3,3,2,NA,1,NA,4
"5013","서울","남자",18,1,3,2,1,1,4,2,2,NA,2,NA,4
"5014","서울","남자",15,1,1,1,2,2,4,4,2,NA,2,NA,4
"5015","서울","여자",56,2,4,2,2,1,4,4,2,NA,1,2,4
"5016","서울","남자",65,2,4,5,1,1,3,3,2,NA,2,NA,4
"5017","서울","남자",33,1,3,2,2,1,4,3,2,NA,1,NA,4
"5018","충북","여자",40,1,4,3,1,1,1,2,1,1,1,NA,1
"5019","충북","남자",53,1,5,5,1,1,1,1,1,2,2,NA,1
"5020","충북","여자",53,3,4,4,2,1,2,2,2,NA,2,NA,2
"5021","충북","남자",39,2,3,3,2,1,3,2,2,NA,1,2,3
"5022","충북","여자",41,2,4,3,2,2,2,2,2,NA,2,NA,3
"5024","충북","남자",25,2,2,1,2,1,3,3,2,NA,1,2,3
"5025","충북","여자",22,2,3,2,2,1,1,1,1,1,2,NA,3
"5028","충북","여자",41,2,3,2,2,1,3,3,2,NA,2,2,1
"5029","충북","남자",45,2,3,4,2,1,4,1,1,1,2,NA,1
"5030","충북","여자",16,1,1,3,2,2,3,3,2,NA,2,NA,1
"5031","충북","남자",43,1,3,3,1,2,4,4,2,NA,1,NA,6
"5032","충북","여자",74,3,2,4,2,2,3,3,2,NA,2,NA,6
"5033","충북","남자",72,2,4,3,2,2,3,2,2,NA,1,2,2
"5034","충북","여자",66,2,4,4,2,2,1,1,2,NA,2,NA,2
"5035","충북","남자",34,2,3,3,2,1,2,2,1,4,1,1,4
"5036","충북","여자",30,2,3,2,2,1,2,2,1,1,1,NA,4
"5039","충북","여자",93,3,3,4,2,2,3,3,2,NA,2,NA,2
"5040","충북","여자",43,2,3,2,2,2,2,2,2,NA,2,NA,2
"5041","충북","여자",14,1,2,2,2,2,4,3,2,NA,2,NA,2
"5043","서울","남자",44,2,2,3,2,1,2,2,2,NA,1,2,5
"5044","서울","여자",39,2,3,3,2,2,2,2,2,NA,2,NA,5
"5046","충북","남자",69,2,4,4,2,1,3,3,2,NA,1,2,2
"5047","충북","여자",66,2,4,4,2,2,3,3,2,NA,2,NA,2
"5048","충북","남자",65,2,4,3,1,1,3,3,2,NA,1,1,1
"5049","충북","여자",65,2,3,3,2,2,3,3,2,NA,1,NA,1
"5050","충북","여자",64,3,2,3,2,2,3,2,2,NA,1,NA,2
"5051","충북","여자",69,2,2,3,2,2,3,3,2,NA,1,2,2
"5052","충북","여자",74,3,4,4,2,2,3,3,2,NA,1,NA,1
"5053","충북","남자",76,2,2,2,2,1,3,3,2,NA,1,1,1
"5054","충북","여자",74,2,1,2,2,1,4,4,2,NA,1,NA,1
"5055","충북","여자",74,3,4,5,2,2,2,2,1,1,1,NA,1
"5056","충북","남자",72,2,2,3,2,1,3,3,2,NA,1,1,2
"5057","충북","여자",67,2,3,2,2,1,3,3,2,NA,1,NA,2
"5058","충북","남자",47,2,3,2,1,1,3,3,2,NA,1,1,4
"5059","충북","여자",46,2,3,2,2,1,2,2,2,NA,1,NA,4
"5060","충북","남자",77,2,4,5,2,2,1,2,2,NA,2,1,2
"5061","충북","여자",72,2,4,4,2,1,1,2,2,NA,1,NA,2
"5062","서울","여자",56,2,3,2,2,1,3,2,2,NA,1,1,3
"5063","서울","남자",49,2,4,2,2,1,4,3,2,NA,1,NA,3
"5064","충북","여자",77,3,3,5,2,2,2,2,2,NA,2,NA,1
"5065","충북","남자",64,2,3,2,2,1,3,3,2,NA,2,1,2
"5066","충북","여자",57,2,2,3,2,2,2,2,2,NA,1,NA,2
"5067","충북","여자",69,3,3,3,2,1,4,3,2,NA,1,NA,1
"5068","충북","남자",48,2,2,1,1,1,3,3,2,NA,1,1,8
"5069","충북","여자",45,2,2,1,2,2,4,4,2,NA,1,NA,8
"5070","충북","여자",58,3,1,4,2,1,3,3,2,NA,2,NA,1
"5071","충북","남자",65,2,4,5,2,2,2,2,2,NA,1,1,2
"5072","충북","남자",75,2,2,1,2,1,4,4,2,NA,1,1,2
"5073","충북","여자",75,2,2,2,2,2,4,4,2,NA,1,NA,2
"5074","충북","남자",60,2,2,1,2,2,3,3,2,NA,1,1,7
"5075","충북","여자",58,2,2,4,2,2,3,2,2,NA,1,NA,7
"5076","충북","남자",56,2,3,1,1,2,3,3,2,NA,1,1,4
"5077","충북","여자",51,2,3,1,2,2,4,3,2,NA,1,NA,4
"5078","충북","여자",59,3,4,3,2,2,2,2,2,NA,2,NA,2
"5079","충북","남자",36,1,4,3,2,2,3,2,2,NA,1,NA,2
"5080","서울","남자",32,2,2,4,1,1,2,1,2,NA,1,2,8
"5081","서울","여자",32,2,2,3,2,1,2,2,2,NA,2,NA,8
"5084","충북","여자",77,3,3,3,2,1,2,2,2,NA,2,NA,1
"5085","충북","남자",49,1,4,4,2,2,3,3,2,NA,1,NA,1
"5086","충북","남자",72,2,2,2,2,2,4,4,2,NA,1,1,2
"5087","충북","여자",66,2,2,1,2,2,2,3,2,NA,1,NA,2
"5088","충북","여자",81,3,4,4,2,1,4,3,2,NA,1,NA,1
"5089","충북","남자",53,2,3,1,1,1,4,4,2,NA,1,1,5
"5090","충북","여자",53,2,3,4,2,2,3,3,2,NA,1,NA,5
"5091","충북","남자",78,2,2,3,2,1,3,3,2,NA,1,1,1
"5092","충북","여자",76,2,3,4,2,1,3,3,2,NA,1,NA,1
"5093","충북","여자",83,3,3,3,2,1,3,3,2,NA,2,NA,1
"5094","충북","남자",73,2,1,5,2,1,4,2,2,NA,1,2,2
"5095","충북","여자",48,2,2,2,2,2,4,4,2,NA,2,NA,2
"5096","충북","남자",45,2,3,2,2,1,3,2,2,NA,1,2,3
"5097","충북","여자",43,2,4,3,2,1,3,2,2,NA,2,NA,3
"5098","충북","여자",18,1,4,2,2,2,3,3,2,NA,2,NA,3
"5099","충북","여자",16,1,4,2,2,2,3,3,2,NA,2,NA,3
"5100","충북","여자",71,3,4,4,2,1,3,2,2,NA,1,NA,3
"5101","충북","여자",81,3,2,4,2,1,4,4,2,NA,2,NA,1
"5102","서울","남자",38,2,2,2,2,1,2,2,2,NA,1,1,3
"5103","서울","여자",36,2,2,2,2,1,2,2,2,NA,1,NA,3
"5105","충북","여자",86,3,3,4,2,2,4,4,2,NA,2,NA,1
"5106","충북","남자",68,2,4,4,2,1,3,2,2,NA,1,1,2
"5107","충북","여자",67,2,3,3,2,2,2,2,2,NA,1,NA,2
"5108","충북","남자",35,1,4,3,1,2,2,2,2,NA,1,NA,2
"5109","충북","여자",70,3,3,3,2,1,3,2,2,NA,2,NA,1
"5110","충북","여자",44,4,3,3,2,1,2,2,2,NA,2,NA,1
"5111","충북","여자",80,3,2,4,2,2,2,2,2,NA,2,NA,1
"5112","충북","남자",52,2,3,1,2,1,3,3,2,NA,1,1,3
"5113","충북","여자",50,2,1,3,2,1,1,2,2,NA,1,NA,3
"5114","충북","여자",22,1,1,2,2,1,2,2,2,NA,2,NA,3
"5115","충북","여자",18,1,1,1,2,2,2,2,2,NA,2,NA,3
"5116","충북","남자",59,4,1,5,1,1,4,3,1,5,2,NA,2
"5117","충북","여자",61,3,1,1,2,2,3,3,2,NA,1,NA,2
"5118","충북","남자",35,2,1,2,2,1,2,2,2,NA,1,2,2
"5119","충북","여자",26,2,2,2,2,2,1,1,2,NA,2,NA,2
"5120","충북","남자",74,3,3,3,2,2,4,4,2,NA,1,NA,2
"5122","충북","남자",65,2,2,4,2,2,2,2,2,NA,2,2,3
"5123","충북","남자",55,4,5,5,2,1,1,1,1,3,1,NA,1
"5124","충북","여자",79,3,5,4,2,2,1,1,2,NA,1,NA,1
"5125","충북","남자",46,4,5,3,1,1,1,1,1,1,1,NA,1
"5126","서울","남자",72,2,1,2,2,1,4,4,2,NA,2,1,5
"5127","서울","여자",71,2,1,2,2,1,4,4,2,NA,1,NA,5
"5128","충북","남자",61,2,2,2,1,1,4,4,2,NA,1,1,3
"5129","충북","여자",59,2,3,2,2,2,3,2,2,NA,1,NA,3
"5130","충북","남자",75,2,3,3,2,1,4,4,2,NA,1,1,1
"5131","충북","여자",65,2,3,3,2,2,2,3,2,NA,1,NA,1
"5132","충북","남자",62,2,3,3,2,1,3,3,2,NA,1,1,6
"5133","충북","여자",58,2,2,3,2,2,3,2,2,NA,1,NA,6
"5134","충북","남자",72,2,2,4,1,1,4,3,2,NA,1,1,1
"5135","충북","여자",71,2,2,4,2,2,3,3,2,NA,1,NA,1
"5136","충북","남자",72,2,4,3,1,1,1,2,2,NA,1,1,1
"5137","충북","여자",63,2,5,4,2,1,2,2,2,NA,1,NA,1
"5138","충북","남자",81,2,2,5,2,2,3,3,2,NA,2,2,1
"5139","충북","여자",81,2,2,4,2,1,3,3,2,NA,2,NA,1
"5140","충북","남자",53,1,3,3,1,1,4,3,2,NA,1,NA,2
"5141","충북","남자",51,2,2,3,2,1,2,4,2,NA,1,1,2
"5142","충북","여자",50,2,3,4,2,1,1,4,2,NA,1,NA,2
"5143","충북","남자",26,1,3,3,1,1,3,2,2,NA,1,NA,2
"5144","충북","남자",77,2,2,3,1,1,3,3,2,NA,1,1,2
"5145","충북","여자",73,2,3,3,2,1,3,3,2,NA,1,NA,2
"5146","충북","여자",72,3,2,4,2,2,3,3,2,NA,1,NA,2
"5147","서울","남자",64,2,1,2,2,2,3,2,2,NA,1,2,3
"5148","서울","여자",61,2,1,3,2,1,4,4,2,NA,2,NA,3
"5149","서울","남자",33,1,2,3,1,1,3,3,2,NA,1,NA,3
"5150","충북","여자",74,2,3,3,2,2,2,2,2,NA,1,1,2
"5151","충북","여자",83,3,3,4,2,2,3,3,2,NA,2,NA,1
"5152","충북","남자",66,2,3,3,1,1,3,3,2,NA,2,2,3
"5153","충북","여자",67,2,2,2,2,2,4,4,2,NA,2,NA,3
"5154","충북","여자",79,3,3,5,2,2,1,1,1,9,1,NA,1
"5155","충북","남자",51,2,5,5,1,2,2,2,2,NA,2,1,2
"5156","충북","여자",50,2,3,3,2,1,1,2,2,NA,1,NA,2
"5157","충북","여자",15,1,2,1,2,2,2,1,2,NA,2,NA,2
"5158","충북","남자",78,2,3,4,2,2,3,3,2,NA,1,1,2
"5159","충북","여자",81,2,2,2,2,2,3,3,2,NA,1,NA,2
"5160","충북","남자",46,1,3,2,2,1,3,2,2,NA,1,NA,2
"5161","충북","여자",79,3,4,3,2,1,2,2,2,NA,2,NA,2
"5162","충북","여자",76,3,2,3,2,2,3,3,2,NA,2,NA,1
"5163","충북","여자",83,3,4,5,2,2,2,2,1,3,2,NA,1
"5164","충북","여자",61,3,2,4,2,2,4,4,2,NA,1,NA,2
"5165","서울","남자",54,2,2,2,2,1,2,2,2,NA,1,2,8
"5166","서울","여자",52,2,1,1,2,2,3,3,2,NA,2,NA,8
"5167","서울","남자",24,1,3,2,1,1,2,2,2,NA,1,NA,8
"5168","서울","여자",22,1,5,3,2,1,1,2,2,NA,2,NA,8
"5169","충북","여자",83,3,3,3,2,2,3,3,2,NA,2,NA,1
"5170","충북","여자",76,2,4,4,2,2,2,2,2,NA,2,2,1
"5171","충북","여자",78,3,2,2,2,2,3,3,2,NA,1,NA,1
"5172","충북","여자",66,3,3,2,2,1,3,3,2,NA,1,NA,1
"5173","충북","여자",43,2,3,1,2,1,3,3,2,NA,1,1,4
"5175","충북","남자",66,4,5,3,1,1,2,2,1,1,1,NA,1
"5176","충북","남자",68,2,2,2,1,1,3,3,2,NA,1,1,1
"5177","충북","여자",66,2,3,4,2,2,2,2,2,NA,1,NA,1
"5178","충북","남자",33,1,2,2,2,1,3,3,2,NA,1,NA,1
"5179","충북","남자",55,2,4,4,1,1,2,2,2,NA,1,1,3
"5180","충북","여자",51,2,2,4,2,1,3,2,2,NA,1,NA,3
"5181","충북","남자",19,1,3,2,1,1,3,2,2,NA,1,NA,3
"5182","충북","여자",88,3,2,3,2,2,3,3,2,NA,2,NA,3
"5183","충북","남자",59,3,3,1,1,1,2,2,2,NA,1,NA,2
"5184","충북","남자",79,2,3,5,2,1,3,2,2,NA,1,1,2
"5185","충북","여자",74,2,2,4,2,2,3,3,2,NA,1,NA,2
"5186","서울","남자",33,2,2,4,2,1,2,2,2,NA,1,1,8
"5187","서울","여자",30,2,1,1,2,2,4,3,2,NA,1,NA,8
"5188","충북","남자",77,2,2,4,2,2,3,3,1,3,1,1,1
"5189","충북","여자",74,2,2,1,2,1,3,3,2,NA,1,NA,1
"5190","충북","남자",58,2,3,3,1,1,3,3,2,NA,1,1,2
"5191","충북","여자",56,2,3,2,2,1,2,2,2,NA,1,NA,2
"5192","충북","남자",48,4,3,3,1,1,2,2,2,NA,1,NA,2
"5194","충북","여자",76,3,4,4,2,2,2,2,2,NA,2,NA,2
"5195","충북","남자",57,1,2,4,2,1,2,2,1,3,1,NA,3
"5196","충북","여자",81,3,4,4,2,2,2,2,1,6,2,NA,3
"5197","충북","남자",50,4,5,4,1,1,2,2,1,3,1,NA,3
"5198","충북","남자",57,2,1,2,2,2,2,2,1,1,1,2,2
"5202","충북","여자",69,3,4,4,2,2,2,3,1,3,1,NA,1
"5203","충북","남자",56,1,4,4,2,1,2,2,1,5,1,NA,1
"5204","충북","남자",75,3,4,5,2,2,2,2,2,NA,1,NA,2
"5205","충북","여자",66,3,3,3,2,2,2,2,1,3,2,NA,1
"5206","충북","남자",68,2,3,1,2,1,2,2,2,NA,1,1,1
"5207","충북","여자",63,2,3,4,2,2,2,2,2,NA,1,NA,1
"5208","서울","남자",35,2,3,3,2,1,2,2,2,NA,1,2,6
"5209","서울","여자",31,2,2,2,2,2,2,3,2,NA,2,NA,6
"5211","충북","남자",78,3,3,3,2,2,3,3,2,NA,2,NA,1
"5212","충북","남자",84,2,4,4,2,2,3,3,2,NA,2,2,1
"5213","충북","여자",84,2,4,4,2,2,1,1,1,3,2,NA,1
"5214","충북","남자",62,2,3,3,1,1,3,3,2,NA,1,1,3
"5215","충북","여자",55,2,3,3,2,2,3,3,2,NA,1,NA,3
"5216","충북","남자",86,2,2,2,2,2,3,3,2,NA,2,NA,3
"5217","충북","여자",87,2,2,2,2,2,3,3,2,NA,2,NA,3
"5218","충북","남자",64,2,5,4,2,1,1,1,1,3,1,1,3
"5219","충북","여자",62,2,5,4,2,2,1,1,1,3,1,NA,3
"5220","충북","남자",67,2,3,3,2,2,3,3,1,3,1,1,4
"5221","충북","여자",63,2,3,3,2,2,1,2,1,3,1,NA,4
"5222","충북","남자",87,2,5,5,2,2,1,1,1,3,2,2,1
"5223","충북","여자",85,2,5,4,2,2,2,2,1,1,2,NA,1
"5224","충북","남자",71,2,3,3,2,1,2,2,2,NA,1,2,2
"5225","충북","여자",66,2,3,3,2,2,2,3,2,NA,2,NA,2
"5226","충북","여자",71,3,4,4,2,1,1,1,2,NA,2,NA,1
"5227","충북","여자",81,3,2,3,2,2,3,3,2,NA,2,NA,1
"5228","충북","여자",80,3,4,4,2,2,2,2,1,5,2,NA,1
"5229","서울","남자",64,2,4,3,2,1,2,2,2,NA,1,1,3
"5230","서울","여자",65,2,4,3,2,1,2,2,2,NA,1,NA,3
"5231","서울","여자",65,3,4,4,2,2,2,2,2,NA,2,NA,1
"5232","서울","남자",74,2,4,4,2,1,4,3,2,NA,2,2,5
"5233","서울","여자",70,2,4,3,2,2,4,4,2,NA,2,NA,5
"5234","서울","남자",45,1,4,2,2,1,3,2,2,NA,1,NA,5
"5235","충북","남자",62,2,3,4,2,2,2,2,2,NA,1,1,2
"5236","충북","여자",62,2,2,2,2,1,2,2,2,NA,1,NA,2
"5237","충북","남자",56,2,2,2,1,1,3,3,2,NA,1,1,1
"5238","충북","여자",54,2,2,2,2,2,2,2,2,NA,1,NA,1
"5239","충북","여자",75,3,3,3,2,2,3,3,2,NA,2,NA,1
"5240","충북","여자",77,3,3,4,2,2,2,2,1,3,2,NA,1
"5241","충북","남자",89,2,2,4,2,2,3,3,2,NA,2,2,1
"5242","충북","여자",87,2,3,4,2,2,3,3,1,3,2,NA,1
"5243","충북","남자",81,2,4,5,2,2,2,2,1,3,2,2,1
"5244","충북","여자",79,2,5,5,2,2,1,1,1,3,2,NA,1
"5245","충북","여자",68,3,5,4,2,2,2,2,1,3,2,NA,1
"5246","충북","여자",81,3,2,3,2,2,3,3,2,NA,2,NA,1
"5247","충북","여자",58,3,3,4,2,2,2,2,2,NA,2,NA,1
"5248","충북","남자",68,2,2,2,1,1,3,3,2,NA,1,1,2
"5249","충북","여자",61,2,2,2,2,2,3,3,2,NA,1,NA,2
"5250","서울","여자",31,1,3,2,1,1,4,2,2,NA,1,NA,3
"5251","충북","남자",53,1,4,2,1,1,3,3,2,NA,2,NA,1
"5252","충북","남자",73,2,3,2,2,1,3,3,1,5,2,1,1
"5253","충북","남자",69,2,3,4,2,1,2,2,2,NA,1,1,1
"5254","충북","여자",68,2,3,4,2,1,2,2,2,NA,1,NA,1
"5255","충북","남자",81,2,1,2,2,2,3,3,2,NA,2,1,2
"5256","충북","여자",79,2,1,2,2,2,3,3,2,NA,1,NA,2
"5257","충북","여자",73,3,3,2,2,1,2,2,2,NA,2,NA,1
"5258","충북","여자",78,3,3,4,2,1,3,3,2,NA,2,NA,1
"5259","충북","여자",82,3,2,2,2,1,3,3,2,NA,2,NA,1
"5260","충북","남자",70,2,2,4,2,1,3,3,2,NA,2,1,2
"5261","충북","여자",65,2,2,2,2,2,3,3,2,NA,1,NA,2
"5262","충북","여자",76,3,5,3,2,1,1,1,1,6,1,NA,2
"5263","충북","남자",52,2,1,4,2,1,2,2,2,NA,1,2,3
"5264","충북","여자",45,2,3,2,2,1,1,1,2,NA,2,NA,3
"5265","충북","여자",18,1,3,3,2,1,3,2,1,1,2,NA,3
"5266","충북","여자",15,1,3,3,2,2,2,2,2,NA,2,NA,3
"5267","서울","여자",61,2,4,2,2,2,4,3,2,NA,1,1,2
"5268","충북","남자",66,2,2,3,1,1,3,3,2,NA,1,1,3
"5269","충북","여자",64,2,3,3,2,1,2,2,2,NA,1,NA,3
"5270","충북","남자",52,2,4,4,1,1,2,2,2,NA,1,2,5
"5271","충북","여자",52,2,3,3,2,2,3,3,2,NA,2,NA,5
"5272","충북","여자",18,1,3,2,2,1,3,2,2,NA,2,NA,5
"5273","충북","남자",17,1,3,2,2,2,2,2,2,NA,2,NA,5
"5274","충북","남자",41,2,1,1,1,1,4,2,2,NA,1,2,4
"5275","충북","여자",43,2,2,2,2,2,1,1,2,NA,2,NA,4
"5276","충북","여자",16,1,2,1,2,2,4,2,2,NA,2,NA,4
"5277","충북","여자",15,1,1,2,2,2,3,2,2,NA,2,NA,4
"5278","충북","여자",13,1,2,1,2,2,3,3,2,NA,2,NA,4
"5281","충북","남자",33,2,2,2,2,1,3,3,2,NA,1,1,5
"5282","충북","여자",30,2,1,2,2,1,3,3,2,NA,1,NA,5
"5284","충북","남자",43,2,3,3,1,1,3,2,2,NA,1,2,4
"5285","충북","여자",38,2,3,2,2,1,3,3,2,NA,2,NA,4
"5286","충북","남자",14,1,3,2,2,2,3,3,2,NA,2,NA,4
"5288","충북","여자",56,3,4,4,2,1,2,2,1,1,2,NA,1
"5289","충북","여자",16,1,3,3,2,2,2,2,2,NA,2,NA,1
"5290","충북","여자",14,1,3,3,2,2,3,3,2,NA,2,NA,1
"5291","충북","남자",41,2,1,2,1,1,2,2,2,NA,1,1,3
"5292","충북","여자",38,2,3,3,2,1,2,2,2,NA,1,NA,3
"5294","충북","남자",28,1,2,2,1,1,3,3,2,NA,1,NA,3
"5295","충북","남자",67,2,3,4,2,1,2,2,2,NA,1,2,2
"5296","충북","여자",65,2,3,3,2,2,2,2,2,NA,2,NA,2
"5297","충북","남자",39,1,4,4,2,2,2,2,1,3,2,NA,2
"5298","충북","남자",47,2,3,3,1,1,2,2,2,NA,1,1,4
"5299","충북","여자",31,2,4,4,1,1,1,2,2,NA,1,NA,4
"5302","서울","남자",44,2,1,2,1,1,4,3,2,NA,1,1,5
"5303","서울","여자",42,2,2,3,2,1,4,3,2,NA,1,NA,5
"5304","충북","남자",34,2,2,3,1,1,2,2,2,NA,1,2,4
"5305","충북","여자",36,2,3,3,2,1,2,2,2,NA,2,NA,4
"5306","충북","남자",16,1,1,1,2,2,3,3,2,NA,2,NA,4
"5307","충북","여자",15,1,1,2,2,2,2,2,1,7,2,NA,4
"5309","충북","남자",66,2,3,5,2,2,1,1,2,NA,2,2,1
"5310","충북","여자",64,2,3,5,2,2,1,1,1,1,2,NA,1
"5311","충북","남자",65,2,3,3,1,1,3,1,2,NA,1,2,7
"5312","충북","여자",59,2,2,2,2,2,2,2,2,NA,2,NA,7
"5313","충북","여자",21,1,2,3,2,1,3,2,2,NA,1,NA,3
"5314","충북","남자",47,2,2,3,1,1,2,2,2,NA,1,2,6
"5315","충북","남자",49,2,3,3,2,1,2,3,2,NA,1,NA,6
"5316","충북","남자",39,2,3,3,2,1,3,3,2,NA,1,2,3
"5317","충북","여자",32,2,2,2,2,2,3,3,2,NA,2,NA,3
"5318","충북","남자",48,2,1,3,1,1,3,3,2,NA,1,2,8
"5319","충북","남자",45,2,1,2,2,1,4,4,2,NA,1,1,6
"5320","충북","여자",41,2,2,2,2,1,2,2,2,NA,1,NA,6
"5321","충북","남자",17,1,2,1,2,1,2,2,2,NA,2,NA,6
"5322","충북","남자",13,1,2,2,2,2,3,3,2,NA,2,NA,6
"5323","충북","남자",31,2,2,3,2,1,2,2,1,1,1,2,8
"5324","충북","여자",28,2,1,2,2,1,2,2,2,NA,2,NA,8
"5327","충북","남자",37,2,3,3,1,1,3,4,2,NA,1,1,6
"5328","충북","여자",35,2,3,3,2,1,1,1,2,NA,1,NA,6
"5331","서울","여자",52,2,3,2,2,1,3,3,2,NA,1,1,4
"5332","서울","여자",28,1,3,2,2,1,4,2,2,NA,1,NA,4
"5333","충북","여자",45,2,2,3,2,2,2,2,2,NA,1,1,4
"5336","충북","남자",38,2,1,2,2,2,3,3,2,NA,1,2,3
"5337","충북","여자",39,2,3,2,2,2,2,2,2,NA,2,NA,3
"5340","충북","남자",31,2,3,2,1,1,2,2,2,NA,2,1,4
"5341","충북","여자",30,2,1,3,2,1,4,3,2,NA,1,NA,4
"5343","충북","남자",49,2,3,2,1,1,3,2,2,NA,1,1,2
"5344","충북","여자",49,2,3,3,2,1,2,2,2,NA,1,NA,2
"5345","충북","남자",42,2,2,3,1,1,2,2,2,NA,1,1,3
"5346","충북","여자",53,2,2,3,1,1,1,2,1,2,1,NA,3
"5347","충북","남자",51,2,1,2,2,1,3,3,2,NA,1,1,2
"5348","충북","여자",46,2,2,3,2,2,4,3,2,NA,1,NA,2
"5349","충북","남자",69,2,4,4,2,1,3,3,2,NA,2,2,1
"5350","충북","여자",66,2,3,4,2,2,3,3,2,NA,2,NA,1
